Year,Statistic,Name(s),Team(s),#,Date of Birth
1931,Hits,Lou Gehrig,New York,211,06-19-1903  (Gemini)
1931,Home Runs,Lou Gehrig,New York,46,06-19-1903  (Gemini)
1931,On Base Percentage,Babe Ruth,New York,.495,02-06-1895  (Aquarius)
1931,RBI,Lou Gehrig,New York,184,06-19-1903  (Gemini)
1931,Runs,Lou Gehrig,New York,163,06-19-1903  (Gemini)
1931,Slugging Average,Babe Ruth,New York,.700,02-06-1895  (Aquarius)
1931,Stolen Bases,Ben Chapman,New York,61,12-25-1908  (Capricorn)
1931,Total Bases,Lou Gehrig,New York,410,06-19-1903  (Gemini)
1931,Triples,Roy Johnson,Detroit,19,02-23-1903  (Pisces)
1932,Base on Balls,Babe Ruth,New York,130,02-06-1895  (Aquarius)
1932,Batting Average,Dale Alexander *,Detroit,.367,04-26-1903  (Taurus)
1932,Doubles,Eric McNair,Philadelphia,47,04-12-1909  (Aries)
1932,Hits,Al Simmons,Philadelphia,216,05-22-1902  (Gemini)
1932,Home Runs,Jimmie Foxx,Philadelphia,58,10-22-1907  (Libra)
1932,On Base Percentage,Babe Ruth,New York,.489,02-06-1895  (Aquarius)
1932,RBI,Jimmie Foxx,Philadelphia,169,10-22-1907  (Libra)
1932,Runs,Jimmie Foxx,Philadelphia,151,10-22-1907  (Libra)
1932,Slugging Average,Jimmie Foxx,Philadelphia,.749,10-22-1907  (Libra)
1932,Stolen Bases,Ben Chapman,New York,38,12-25-1908  (Capricorn)
1932,Total Bases,Jimmie Foxx,Philadelphia,438,10-22-1907  (Libra)
1932,Triples,Joe Cronin,Washington,18,10-12-1906  (Libra)
1933,Base on Balls,Babe Ruth,New York,114,02-06-1895  (Aquarius)
1933,Batting Average,Jimmie Foxx,Philadelphia,.356,10-22-1907  (Libra)
1933,Doubles,Joe Cronin,Washington,45,10-12-1906  (Libra)
1933,Hits,Heinie Manush,Washington,221,07-20-1901  (Cancer)
1933,Home Runs,Jimmie Foxx,Philadelphia,48,10-22-1907  (Libra)
1933,On Base Percentage,Mickey Cochrane,Philadelphia,.459,04-06-1903  (Aries)
1933,RBI,Jimmie Foxx,Philadelphia,163,10-22-1907  (Libra)
1933,Runs,Lou Gehrig,New York,138,06-19-1903  (Gemini)
1933,Slugging Average,Jimmie Foxx,Philadelphia,.703,10-22-1907  (Libra)
1933,Stolen Bases,Ben Chapman,New York,27,12-25-1908  (Capricorn)
1933,Total Bases,Jimmie Foxx,Philadelphia,403,10-22-1907  (Libra)
1933,Triples,Heinie Manush,Washington,17,07-20-1901  (Cancer)
1934,Base on Balls,Jimmie Foxx,Philadelphia,111,10-22-1907  (Libra)
1934,Batting Average,Lou Gehrig,New York,.363,06-19-1903  (Gemini)
1934,Doubles,Hank Greenberg,Detroit,63,01-01-1911  (Capricorn)
1934,Hits,Charlie Gehringer,Detroit,214,05-11-1903  (Taurus)
1934,Home Runs,Lou Gehrig,New York,44,06-19-1903  (Gemini)
1934,On Base Percentage,Lou Gehrig,New York,.465,06-19-1903  (Gemini)
1934,RBI,Lou Gehrig,New York,165,06-19-1903  (Gemini)
1934,Runs,Charlie Gehringer,Detroit,134,05-11-1903  (Taurus)
1934,Slugging Average,Lou Gehrig,New York,.706,06-19-1903  (Gemini)
1934,Stolen Bases,Billy Werber,Boston,40,06-20-1908  (Gemini)
1934,Total Bases,Lou Gehrig,New York,409,06-19-1903  (Gemini)
1934,Triples,Ben Chapman,New York,13,12-25-1908  (Capricorn)
1935,Base on Balls,Lou Gehrig,New York,132,06-19-1903  (Gemini)
1935,Batting Average,Buddy Myer,Washington,.349,03-16-1904  (Pisces)
1935,Doubles,Joe Vosmik,Cleveland,47,04-04-1910  (Aries)
1935,Hits,Joe Vosmik,Cleveland,216,04-04-1910  (Aries)
1935,Home Runs,Jimmie Foxx,Philadelphia,36,10-22-1907  (Libra)
1935,On Base Percentage,Lou Gehrig,New York,.466,06-19-1903  (Gemini)
1935,RBI,Hank Greenberg,Detroit,170,01-01-1911  (Capricorn)
1935,Runs,Lou Gehrig,New York,125,06-19-1903  (Gemini)
1935,Slugging Average,Jimmie Foxx,Philadelphia,.636,10-22-1907  (Libra)
1935,Stolen Bases,Billy Werber,Boston,29,06-20-1908  (Gemini)
1935,Total Bases,Hank Greenberg,Detroit,389,01-01-1911  (Capricorn)
1935,Triples,Joe Vosmik,Cleveland,20,04-04-1910  (Aries)
1936,Base on Balls,Lou Gehrig,New York,130,06-19-1903  (Gemini)
1936,Batting Average,Luke Appling,Chicago,.388,04-02-1907  (Aries)
1936,Doubles,Charlie Gehringer,Detroit,60,05-11-1903  (Taurus)
1936,Hits,Earl Averill,Cleveland,232,05-21-1902  (Taurus)
1936,Home Runs,Lou Gehrig,New York,49,06-19-1903  (Gemini)
1936,On Base Percentage,Lou Gehrig,New York,.478,06-19-1903  (Gemini)
1936,RBI,Hal Trosky,Cleveland,162,11-11-1912  (Scorpio)
1936,Runs,Lou Gehrig,New York,167,06-19-1903  (Gemini)
1936,Slugging Average,Lou Gehrig,New York,.696,06-19-1903  (Gemini)
1936,Stolen Bases,Lyn Lary,St. Louis,37,01-28-1906  (Aquarius)
1936,Total Bases,Hal Trosky,Cleveland,405,11-11-1912  (Scorpio)
1936,Triples,Earl Averill,Cleveland,18,05-21-1902  (Taurus)
1937,Base on Balls,Lou Gehrig,New York,127,06-19-1903  (Gemini)
1937,Batting Average,Charlie Gehringer,Detroit,.371,05-11-1903  (Taurus)
1937,Doubles,Beau Bell,St. Louis,51,08-20-1907  (Leo)
1937,Hits,Beau Bell,St. Louis,218,08-20-1907  (Leo)
1937,Home Runs,Joe DiMaggio,New York,46,11-25-1914  (Sagittarius)
1937,On Base Percentage,Lou Gehrig,New York,.473,06-19-1903  (Gemini)
1937,RBI,Hank Greenberg,Detroit,183,01-01-1911  (Capricorn)
1937,Runs,Joe DiMaggio,New York,151,11-25-1914  (Sagittarius)
1937,Slugging Average,Joe DiMaggio,New York,.673,11-25-1914  (Sagittarius)
1937,Stolen Bases,Ben Chapman,Washington,35,12-25-1908  (Capricorn)
1937,Total Bases,Joe DiMaggio,New York,418,11-25-1914  (Sagittarius)
1937,Triples,Mike Kreevich,Chicago,16,06-10-1908  (Gemini)
1938,Base on Balls,Jimmie Foxx,Boston,119,10-22-1907  (Libra)
1938,Batting Average,Jimmie Foxx,Boston,.349,10-22-1907  (Libra)
1938,Doubles,Joe Cronin,Boston,51,10-12-1906  (Libra)
1938,Hits,Joe Vosmik,Boston,201,04-04-1910  (Aries)
1938,Home Runs,Hank Greenberg,Detroit,58,01-01-1911  (Capricorn)
1938,On Base Percentage,Jimmie Foxx,Boston,.462,10-22-1907  (Libra)
1938,RBI,Jimmie Foxx,Boston,175,10-22-1907  (Libra)
1938,Runs,Hank Greenberg,Detroit,144,01-01-1911  (Capricorn)
1938,Slugging Average,Jimmie Foxx,Boston,.704,10-22-1907  (Libra)
1938,Stolen Bases,Frankie Crosetti,New York,27,10-04-1910  (Libra)
1938,Total Bases,Jimmie Foxx,Boston,398,10-22-1907  (Libra)
1938,Triples,Jeff Heath,Cleveland,18,04-01-1915  (Aries)
1939,Base on Balls,Harlond Clift,St. Louis,111,08-12-1912  (Leo)
1939,Batting Average,Joe DiMaggio,New York,.381,11-25-1914  (Sagittarius)
1939,Doubles,Red Rolfe,New York,46,10-17-1908  (Libra)
1939,Hits,Red Rolfe,New York,213,10-17-1908  (Libra)
1939,Home Runs,Jimmie Foxx,Boston,35,10-22-1907  (Libra)
1939,On Base Percentage,Jimmie Foxx,Boston,.464,10-22-1907  (Libra)
1939,RBI,Ted Williams,Boston,145,08-30-1918  (Virgo)
1939,Runs,Red Rolfe,New York,139,10-17-1908  (Libra)
1939,Slugging Average,Jimmie Foxx,Boston,.694,10-22-1907  (Libra)
1939,Stolen Bases,George Case,Washington,51,11-11-1915  (Scorpio)
1939,Total Bases,Ted Williams,Boston,344,08-30-1918  (Virgo)
1939,Triples,Buddy Lewis,Washington,16,08-10-1916  (Leo)
1940,Base on Balls,Charlie Keller,New York,106,09-12-1916  (Virgo)
1940,Batting Average,Joe DiMaggio,New York,.352,11-25-1914  (Sagittarius)
1940,Doubles,Hank Greenberg,Detroit,50,01-01-1911  (Capricorn)
1940,Hits,Doc Cramer,Boston,200,07-22-1905  (Cancer)
1940,Home Runs,Hank Greenberg,Detroit,41,01-01-1911  (Capricorn)
1940,On Base Percentage,Ted Williams,Boston,.442,08-30-1918  (Virgo)
1940,RBI,Hank Greenberg,Detroit,150,01-01-1911  (Capricorn)
1940,Runs,Ted Williams,Boston,134,08-30-1918  (Virgo)
1940,Slugging Average,Hank Greenberg,Detroit,.670,01-01-1911  (Capricorn)
1940,Stolen Bases,George Case,Washington,35,11-11-1915  (Scorpio)
1940,Total Bases,Hank Greenberg,Detroit,384,01-01-1911  (Capricorn)
1940,Triples,Barney McCosky,Detroit,19,04-11-1917  (Aries)
1941,Base on Balls,Ted Williams,Boston,147,08-30-1918  (Virgo)
1941,Batting Average,Ted Williams,Boston,.406,08-30-1918  (Virgo)
1941,Doubles,Lou Boudreau,Cleveland,45,07-17-1917  (Cancer)
1941,Hits,Cecil Travis,Washington,218,08-08-1913  (Leo)
1941,Home Runs,Ted Williams,Boston,37,08-30-1918  (Virgo)
1941,On Base Percentage,Ted Williams,Boston,.551,08-30-1918  (Virgo)
1941,RBI,Joe DiMaggio,New York,125,11-25-1914  (Sagittarius)
1941,Runs,Ted Williams,Boston,135,08-30-1918  (Virgo)
1941,Slugging Average,Ted Williams,Boston,.735,08-30-1918  (Virgo)
1941,Stolen Bases,George Case,Washington,33,11-11-1915  (Scorpio)
1941,Total Bases,Joe DiMaggio,New York,348,11-25-1914  (Sagittarius)
1941,Triples,Jeff Heath,Cleveland,20,04-01-1915  (Aries)
1942,Base on Balls,Ted Williams,Boston,145,08-30-1918  (Virgo)
1942,Batting Average,Ted Williams,Boston,.356,08-30-1918  (Virgo)
1942,Doubles,Don Kolloway,Chicago,40,08-04-1918  (Leo)
1942,Hits,Johnny Pesky,Boston,205,02-27-1919  (Pisces)
1942,Home Runs,Ted Williams,Boston,36,08-30-1918  (Virgo)
1942,On Base Percentage,Ted Williams,Boston,.499,08-30-1918  (Virgo)
1942,RBI,Ted Williams,Boston,137,08-30-1918  (Virgo)
1942,Runs,Ted Williams,Boston,141,08-30-1918  (Virgo)
1942,Slugging Average,Ted Williams,Boston,.648,08-30-1918  (Virgo)
1942,Stolen Bases,George Case,Washington,44,11-11-1915  (Scorpio)
1942,Total Bases,Ted Williams,Boston,338,08-30-1918  (Virgo)
1942,Triples,Stan Spence,Washington,15,03-20-1915  (Pisces)
1943,Base on Balls,Charlie Keller,New York,106,09-12-1916  (Virgo)
1943,Batting Average,Luke Appling,Chicago,.328,04-02-1907  (Aries)
1943,Doubles,Dick Wakefield,Detroit,38,05-06-1921  (Taurus)
1943,Hits,Dick Wakefield,Detroit,200,05-06-1921  (Taurus)
1943,Home Runs,Rudy York,Detroit,34,08-17-1913  (Leo)
1943,On Base Percentage,Luke Appling,Chicago,.419,04-02-1907  (Aries)
1943,RBI,Rudy York,Detroit,118,08-17-1913  (Leo)
1943,Runs,George Case,Washington,102,11-11-1915  (Scorpio)
1943,Slugging Average,Rudy York,Detroit,.527,08-17-1913  (Leo)
1943,Stolen Bases,George Case,Washington,61,11-11-1915  (Scorpio)
1943,Total Bases,Rudy York,Detroit,301,08-17-1913  (Leo)
1943,Triples,Johnny Lindell,New York,12,08-30-1916  (Virgo)
1944,Base on Balls,Nick Etten,New York,97,09-19-1913  (Virgo)
1944,Batting Average,Lou Boudreau,Cleveland,.327,07-17-1917  (Cancer)
1944,Doubles,Lou Boudreau,Cleveland,45,07-17-1917  (Cancer)
1944,Hits,Snuffy Stirnweiss,New York,205,10-26-1918  (Scorpio)
1944,Home Runs,Nick Etten,New York,22,09-19-1913  (Virgo)
1944,On Base Percentage,Bob Johnson,Boston,.431,11-26-1905  (Sagittarius)
1944,RBI,Vern Stephens,St. Louis,109,10-23-1920  (Libra)
1944,Runs,Snuffy Stirnweiss,New York,125,10-26-1918  (Scorpio)
1944,Slugging Average,Bobby Doerr,Boston,.528,04-07-1918  (Aries)
1944,Stolen Bases,Snuffy Stirnweiss,New York,55,10-26-1918  (Scorpio)
1944,Total Bases,Johnny Lindell,New York,297,08-30-1916  (Virgo)
1944,Triples,Johnny Lindell,New York,16,08-30-1916  (Virgo)
1945,Base on Balls,Roy Cullenbine,Cleveland,113,10-18-1913  (Libra)
1945,Batting Average,Snuffy Stirnweiss,New York,.309,10-26-1918  (Scorpio)
1945,Doubles,Wally Moses,Chicago,35,10-08-1910  (Libra)
1945,Hits,Snuffy Stirnweiss,New York,195,10-26-1918  (Scorpio)
1945,Home Runs,Vern Stephens,St. Louis,24,10-23-1920  (Libra)
1945,On Base Percentage,Eddie Lake,Boston,.412,03-18-1916  (Pisces)
1945,RBI,Nick Etten,New York,111,09-19-1913  (Virgo)
1945,Runs,Snuffy Stirnweiss,New York,107,10-26-1918  (Scorpio)
1945,Slugging Average,Snuffy Stirnweiss,New York,.476,10-26-1918  (Scorpio)
1945,Stolen Bases,Snuffy Stirnweiss,New York,33,10-26-1918  (Scorpio)
1945,Total Bases,Snuffy Stirnweiss,New York,301,10-26-1918  (Scorpio)
1945,Triples,Snuffy Stirnweiss,New York,22,10-26-1918  (Scorpio)
1946,Base on Balls,Ted Williams,Boston,156,08-30-1918  (Virgo)
1946,Batting Average,Mickey Vernon,Washington,.353,04-22-1918  (Taurus)
1946,Doubles,Mickey Vernon,Washington,51,04-22-1918  (Taurus)
1946,Hits,Johnny Pesky,Boston,208,02-27-1919  (Pisces)
1946,Home Runs,Hank Greenberg,Detroit,44,01-01-1911  (Capricorn)
1946,On Base Percentage,Ted Williams,Boston,.497,08-30-1918  (Virgo)
1946,RBI,Hank Greenberg,Detroit,127,01-01-1911  (Capricorn)
1946,Runs,Ted Williams,Boston,142,08-30-1918  (Virgo)
1946,Slugging Average,Ted Williams,Boston,.667,08-30-1918  (Virgo)
1946,Stolen Bases,George Case,Cleveland,28,11-11-1915  (Scorpio)
1946,Total Bases,Ted Williams,Boston,343,08-30-1918  (Virgo)
1946,Triples,Hank Edwards,Cleveland,16,01-29-1919  (Aquarius)
1947,Base on Balls,Ted Williams,Boston,162,08-30-1918  (Virgo)
1947,Batting Average,Ted Williams,Boston,.343,08-30-1918  (Virgo)
1947,Doubles,Lou Boudreau,Cleveland,45,07-17-1917  (Cancer)
1947,Hits,Johnny Pesky,Boston,207,02-27-1919  (Pisces)
1947,Home Runs,Ted Williams,Boston,32,08-30-1918  (Virgo)
1947,On Base Percentage,Ted Williams,Boston,.499,08-30-1918  (Virgo)
1947,RBI,Ted Williams,Boston,114,08-30-1918  (Virgo)
1947,Runs,Ted Williams,Boston,125,08-30-1918  (Virgo)
1947,Slugging Average,Ted Williams,Boston,.634,08-30-1918  (Virgo)
1947,Stolen Bases,Bob Dillinger,St. Louis,34,09-17-1918  (Virgo)
1947,Total Bases,Ted Williams,Boston,335,08-30-1918  (Virgo)
1947,Triples,Tommy Henrich,New York,13,02-20-1913  (Pisces)
1948,Base on Balls,Ted Williams,Boston,126,08-30-1918  (Virgo)
1948,Batting Average,Ted Williams,Boston,.369,08-30-1918  (Virgo)
1948,Doubles,Ted Williams,Boston,44,08-30-1918  (Virgo)
1948,Hits,Bob Dillinger,St. Louis,207,09-17-1918  (Virgo)
1948,Home Runs,Joe DiMaggio,New York,39,11-25-1914  (Sagittarius)
1948,On Base Percentage,Ted Williams,Boston,.497,08-30-1918  (Virgo)
1948,RBI,Joe DiMaggio,New York,155,11-25-1914  (Sagittarius)
1948,Runs,Tommy Henrich,New York,138,02-20-1913  (Pisces)
1948,Slugging Average,Ted Williams,Boston,.615,08-30-1918  (Virgo)
1948,Stolen Bases,Bob Dillinger,St. Louis,28,09-17-1918  (Virgo)
1948,Total Bases,Joe DiMaggio,New York,355,11-25-1914  (Sagittarius)
1948,Triples,Tommy Henrich,New York,14,02-20-1913  (Pisces)
1949,Base on Balls,Ted Williams,Boston,162,08-30-1918  (Virgo)
1949,Batting Average,George Kell,Detroit,.343,08-23-1922  (Virgo)
1949,Doubles,Ted Williams,Boston,39,08-30-1918  (Virgo)
1949,Hits,Dale Mitchell,Cleveland,203,08-23-1921  (Virgo)
1949,Home Runs,Ted Williams,Boston,43,08-30-1918  (Virgo)
1949,On Base Percentage,Ted Williams,Boston,.490,08-30-1918  (Virgo)
1949,RBI,Vern Stephens,Boston,159,10-23-1920  (Libra)
1949,Runs,Ted Williams,Boston,150,08-30-1918  (Virgo)
1949,Slugging Average,Ted Williams,Boston,.650,08-30-1918  (Virgo)
1949,Stolen Bases,Bob Dillinger,St. Louis,20,09-17-1918  (Virgo)
1949,Total Bases,Ted Williams,Boston,368,08-30-1918  (Virgo)
1949,Triples,Dale Mitchell,Cleveland,23,08-23-1921  (Virgo)
1950,Base on Balls,Eddie Yost,Washington,141,10-13-1926  (Libra)
1950,Batting Average,Billy Goodman,Boston,.354,03-22-1926  (Aries)
1950,Doubles,George Kell,Detroit,56,08-23-1922  (Virgo)
1950,Hits,George Kell,Detroit,218,08-23-1922  (Virgo)
1950,Home Runs,Al Rosen,Cleveland,37,02-29-1924  (Pisces)
1950,On Base Percentage,Larry Doby,Cleveland,.442,12-13-1923  (Sagittarius)
1950,RBI,Walt Dropo,Boston,144,01-30-1923  (Aquarius)
1950,Runs,Dom DiMaggio,Boston,131,02-12-1917  (Aquarius)
1950,Slugging Average,Joe DiMaggio,New York,.585,11-25-1914  (Sagittarius)
1950,Stolen Bases,Dom DiMaggio,Boston,15,02-12-1917  (Aquarius)
1950,Total Bases,Walt Dropo,Boston,326,01-30-1923  (Aquarius)
1950,Triples,Dom DiMaggio,Boston,11,02-12-1917  (Aquarius)
1951,Base on Balls,Ted Williams,Boston,144,08-30-1918  (Virgo)
1951,Batting Average,Ferris Fain,Philadelphia,.344,03-29-1921  (Aries)
1951,Doubles,George Kell,Detroit,36,08-23-1922  (Virgo)
1951,Hits,George Kell,Detroit,191,08-23-1922  (Virgo)
1951,Home Runs,Gus Zernial,Chicago,33,06-27-1923  (Cancer)
1951,On Base Percentage,Ted Williams,Boston,.464,08-30-1918  (Virgo)
1951,RBI,Gus Zernial,Chicago,129,06-27-1923  (Cancer)
1951,Runs,Dom DiMaggio,Boston,113,02-12-1917  (Aquarius)
1951,Slugging Average,Ted Williams,Boston,.556,08-30-1918  (Virgo)
1951,Stolen Bases,Minnie Minoso,Cleveland,31,11-29-1923  (Sagittarius)
1951,Total Bases,Ted Williams,Boston,295,08-30-1918  (Virgo)
1951,Triples,Minnie Minoso,Cleveland,14,11-29-1923  (Sagittarius)
1952,Base on Balls,Eddie Yost,Washington,129,10-13-1926  (Libra)
1952,Batting Average,Ferris Fain,Philadelphia,.327,03-29-1921  (Aries)
1952,Doubles,Ferris Fain,Philadelphia,43,03-29-1921  (Aries)
1952,Hits,Nellie Fox,Chicago,192,12-25-1927  (Capricorn)
1952,Home Runs,Larry Doby,Cleveland,32,12-13-1923  (Sagittarius)
1952,On Base Percentage,Ferris Fain,Philadelphia,.438,03-29-1921  (Aries)
1952,RBI,Al Rosen,Cleveland,105,02-29-1924  (Pisces)
1952,Runs,Larry Doby,Cleveland,104,12-13-1923  (Sagittarius)
1952,Slugging Average,Larry Doby,Cleveland,.541,12-13-1923  (Sagittarius)
1952,Stolen Bases,Minnie Minoso,Chicago,22,11-29-1923  (Sagittarius)
1952,Total Bases,Al Rosen,Cleveland,297,02-29-1924  (Pisces)
1952,Triples,Bobby Avila,Cleveland,11,04-02-1924  (Aries)
1953,Base on Balls,Eddie Yost,Washington,123,10-13-1926  (Libra)
1953,Batting Average,Mickey Vernon,Washington,.337,04-22-1918  (Taurus)
1953,Doubles,Mickey Vernon,Washington,43,04-22-1918  (Taurus)
1953,Hits,Harvey Kuenn,Detroit,209,12-04-1930  (Sagittarius)
1953,Home Runs,Al Rosen,Cleveland,43,02-29-1924  (Pisces)
1953,On Base Percentage,Gene Woodling,New York,.429,08-16-1922  (Leo)
1953,RBI,Al Rosen,Cleveland,145,02-29-1924  (Pisces)
1953,Runs,Al Rosen,Cleveland,115,02-29-1924  (Pisces)
1953,Slugging Average,Al Rosen,Cleveland,.613,02-29-1924  (Pisces)
1953,Stolen Bases,Minnie Minoso,Chicago,25,11-29-1923  (Sagittarius)
1953,Total Bases,Al Rosen,Cleveland,367,02-29-1924  (Pisces)
1953,Triples,Jim Rivera,Chicago,16,07-22-1921  (Cancer)
1954,Base on Balls,Ted Williams,Boston,136,08-30-1918  (Virgo)
1954,Batting Average,Bobby Avila,Cleveland,.341,04-02-1924  (Aries)
1954,Doubles,Mickey Vernon,Washington,33,04-22-1918  (Taurus)
1954,Hits,Nellie Fox,Chicago,201,12-25-1927  (Capricorn)
1954,Home Runs,Larry Doby,Cleveland,32,12-13-1923  (Sagittarius)
1954,On Base Percentage,Ted Williams,Boston,.516,08-30-1918  (Virgo)
1954,RBI,Larry Doby,Cleveland,126,12-13-1923  (Sagittarius)
1954,Runs,Mickey Mantle,New York,129,10-20-1931  (Libra)
1954,Slugging Average,Minnie Minoso,Chicago,.535,11-29-1923  (Sagittarius)
1954,Stolen Bases,Jackie Jensen,Boston,22,03-09-1927  (Pisces)
1954,Total Bases,Minnie Minoso,Chicago,304,11-29-1923  (Sagittarius)
1954,Triples,Minnie Minoso,Chicago,18,11-29-1923  (Sagittarius)
1955,Base on Balls,Mickey Mantle,New York,113,10-20-1931  (Libra)
1955,Batting Average,Al Kaline,Detroit,.340,12-19-1934  (Sagittarius)
1955,Doubles,Harvey Kuenn,Detroit,38,12-04-1930  (Sagittarius)
1955,Hits,Al Kaline,Detroit,200,12-19-1934  (Sagittarius)
1955,Home Runs,Mickey Mantle,New York,37,10-20-1931  (Libra)
1955,On Base Percentage,Mickey Mantle,New York,.433,10-20-1931  (Libra)
1955,RBI,Ray Boone,Detroit,116,07-27-1923  (Leo)
1955,Runs,Al Smith,Cleveland,123,02-07-1928  (Aquarius)
1955,Slugging Average,Mickey Mantle,New York,.611,10-20-1931  (Libra)
1955,Stolen Bases,Jim Rivera,Chicago,25,07-22-1921  (Cancer)
1955,Total Bases,Al Kaline,Detroit,321,12-19-1934  (Sagittarius)
1955,Triples,Mickey Mantle,New York,11,10-20-1931  (Libra)
1956,Base on Balls,Eddie Yost,Washington,151,10-13-1926  (Libra)
1956,Batting Average,Mickey Mantle,New York,.353,10-20-1931  (Libra)
1956,Doubles,Jim Piersall,Boston,40,11-14-1929  (Scorpio)
1956,Hits,Harvey Kuenn,Detroit,196,12-04-1930  (Sagittarius)
1956,Home Runs,Mickey Mantle,New York,52,10-20-1931  (Libra)
1956,On Base Percentage,Ted Williams,Boston,.479,08-30-1918  (Virgo)
1956,RBI,Mickey Mantle,New York,130,10-20-1931  (Libra)
1956,Runs,Mickey Mantle,New York,132,10-20-1931  (Libra)
1956,Slugging Average,Mickey Mantle,New York,.705,10-20-1931  (Libra)
1956,Stolen Bases,Luis Aparacio,Chicago,21,04-29-1934  (Taurus)
1956,Total Bases,Mickey Mantle,New York,376,10-20-1931  (Libra)
1956,Triples,Jackie Jensen,Boston,11,03-09-1927  (Pisces)
1957,Base on Balls,Mickey Mantle,New York,146,10-20-1931  (Libra)
1957,Batting Average,Ted Williams,Boston,.388,08-30-1918  (Virgo)
1957,Doubles,Billy Gardner,Baltimore,36,07-19-1927  (Cancer)
1957,Hits,Nellie Fox,Chicago,196,12-25-1927  (Capricorn)
1957,Home Runs,Roy Sievers,Washington,42,11-18-1926  (Scorpio)
1957,On Base Percentage,Ted Williams,Boston,.528,08-30-1918  (Virgo)
1957,RBI,Roy Sievers,Washington,114,11-18-1926  (Scorpio)
1957,Runs,Mickey Mantle,New York,121,10-20-1931  (Libra)
1957,Slugging Average,Ted Williams,Boston,.731,08-30-1918  (Virgo)
1957,Stolen Bases,Luis Aparicio,Chicago,28,04-29-1934  (Taurus)
1957,Total Bases,Roy Sievers,Washington,331,11-18-1926  (Scorpio)
1957,Triples,Hank Bauer,New York,9,07-31-1922  (Leo)
1958,Base on Balls,Mickey Mantle,New York,129,10-20-1931  (Libra)
1958,Batting Average,Ted Williams,Boston,.328,08-30-1918  (Virgo)
1958,Doubles,Harvey Kuenn,Detroit,39,12-04-1930  (Sagittarius)
1958,Hits,Nellie Fox,Chicago,187,12-25-1927  (Capricorn)
1958,Home Runs,Mickey Mantle,New York,42,10-20-1931  (Libra)
1958,On Base Percentage,Ted Williams,Boston,.462,08-30-1918  (Virgo)
1958,RBI,Jackie Jensen,Boston,122,03-09-1927  (Pisces)
1958,Runs,Mickey Mantle,New York,127,10-20-1931  (Libra)
1958,Slugging Average,Rocky Colavito,Cleveland,.620,08-10-1933  (Leo)
1958,Stolen Bases,Luis Aparacio,Chicago,29,04-29-1934  (Taurus)
1958,Total Bases,Mickey Mantle,New York,307,10-20-1931  (Libra)
1958,Triples,Vic Power,Kansas City,10,11-01-1927  (Scorpio)
1959,Base on Balls,Eddie Yost,Detroit,135,10-13-1926  (Libra)
1959,Batting Average,Harvey Kuenn,Detroit,.353,12-04-1930  (Sagittarius)
1959,Doubles,Harvey Kuenn,Detroit,42,12-04-1930  (Sagittarius)
1959,Hits,Harvey Kuenn,Detroit,198,12-04-1930  (Sagittarius)
1959,Home Runs,Rocky Colavito,Cleveland,42,08-10-1933  (Leo)
1959,On Base Percentage,Eddie Yost,Detroit,.437,10-13-1926  (Libra)
1959,RBI,Jackie Jensen,Boston,112,03-09-1927  (Pisces)
1959,Runs,Eddie Yost,Detroit,115,10-13-1926  (Libra)
1959,Slugging Average,Al Kaline,Detroit,.530,12-19-1934  (Sagittarius)
1959,Stolen Bases,Luis Aparacio,Chicago,56,04-29-1934  (Taurus)
1959,Total Bases,Rocky Colavito,Cleveland,301,08-10-1933  (Leo)
1959,Triples,Bob Allison,Washington,9,07-11-1934  (Cancer)
1960,Base on Balls,Eddie Yost,Detroit,125,10-13-1926  (Libra)
1960,Batting Average,Pete Runnels,Boston,.320,01-28-1928  (Aquarius)
1960,Doubles,Tito Francona,Cleveland,36,11-04-1933  (Scorpio)
1960,Hits,Minnie Minoso,Chicago,184,11-29-1923  (Sagittarius)
1960,Home Runs,Mickey Mantle,New York,40,10-20-1931  (Libra)
1960,On Base Percentage,Eddie Yost,Detroit,.416,10-13-1926  (Libra)
1960,RBI,Roger Maris,New York,112,09-10-1934  (Virgo)
1960,Runs,Mickey Mantle,New York,119,10-20-1931  (Libra)
1960,Slugging Average,Roger Maris,New York,.581,09-10-1934  (Virgo)
1960,Stolen Bases,Luis Aparacio,Chicago,51,04-29-1934  (Taurus)
1960,Total Bases,Mickey Mantle,New York,294,10-20-1931  (Libra)
1960,Triples,Nellie Fox,Chicago,10,12-25-1927  (Capricorn)
1961,Base on Balls,Mickey Mantle,New York,126,10-20-1931  (Libra)
1961,Batting Average,Norm Cash,Detroit,.361,11-10-1933  (Scorpio)
1961,Doubles,Al Kaline,Detroit,41,12-19-1934  (Sagittarius)
1961,Hits,Norm Cash,Detroit,193,11-10-1933  (Scorpio)
1961,Home Runs,Roger Maris,New York,61,09-10-1934  (Virgo)
1961,On Base Percentage,Norm Cash,Detroit,.488,11-10-1933  (Scorpio)
1961,RBI,Jim Gentile,Baltimore,141,06-03-1934  (Gemini)
1961,Runs,Roger Maris,New York,132,09-10-1934  (Virgo)
1961,Slugging Average,Mickey Mantle,New York,.687,10-20-1931  (Libra)
1961,Stolen Bases,Luis Aparacio,Chicago,53,04-29-1934  (Taurus)
1961,Total Bases,Roger Maris,New York,366,09-10-1934  (Virgo)
1961,Triples,Jake Wood,Detroit,14,06-22-1937  (Cancer)
